#Datasets,4_TES_45_mRNA,5_TES_129_mRNA,7_TES_027_mRNA,17_TES_144_mRNA,23_TES_136_mRNA,32_TES_43_mRNA,37_TES_034_mRNA,42_TES_027_mRNA,44_TES_140_mRNA,49_TES_40_mRNA,55_TES_134_mRNA,58_TES_130_merged_mRNA,59_TES_139_mRNA,66_TES_026_mRNA,70_TES_135_mRNA,73_TES_031_mRNA,79_TES_35_mRNA,85_TES_029_mRNA,86_TES_44_mRNA,87_TES_128_mRNA,90_TES_138_mRNA,104_TES_131_mRNA,110_TES_036_mRNA,113_TES_122_mRNA,117_TES_141_mRNA,119_TES_042_mRNA,122_TES_121_mRNA,123_TES_033_mRNA,130_TES_133_mRNA,137_TES_038_mRNA,143_TES_025_mRNA
"methanotrophic bacterial endosymbiont of Bathymodiolus sp.",0.0,0.0,0.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Vibrio diabolicus",80.0,128.0,292.0,311.0,329.0,0.0,587.0,161.0,369.0,437.0,240.0,77.0,50.0,418.0,234.0,174.0,351.0,131.0,322.0,145.0,345.0,354.0,239.0,232.0,447.0,18.0,128.0,143.0,221.0,440.0,269.0
"Dokdonella immobilis",0.0,0.0,0.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Dyella japonica",75.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,0.0,32.0,0.0,0.0,102.0,113.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0
"Rudaea cellulosilytica",87.0,164.0,171.0,117.0,0.0,0.0,197.0,186.0,189.0,136.0,92.0,0.0,0.0,109.0,140.0,0.0,92.0,79.0,0.0,0.0,0.0,0.0,0.0,172.0,131.0,18.0,54.0,136.0,0.0,163.0,154.0
"Stenotrophomonas maltophilia",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.0,119.0,0.0,0.0,0.0,181.0,0.0,0.0,106.0,0.0,166.0,0.0,187.0,0.0,183.0,0.0,120.0,10.0,0.0,0.0,0.0,0.0,0.0
"Bdellovibrio bacteriovorus",61.0,0.0,0.0,131.0,0.0,0.0,0.0,0.0,0.0,103.0,0.0,45.0,44.0,0.0,0.0,138.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0
"Phycisphaerae bacterium SG8_4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,0.0,0.0,0.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0
"Phycisphaerae bacterium SM23_33",0.0,0.0,0.0,0.0,0.0,0.0,179.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,0.0
"Gemmata obscuriglobus",915.0,1653.0,815.0,686.0,810.0,0.0,2728.0,526.0,2849.0,1618.0,1440.0,336.0,105.0,1680.0,1332.0,876.0,1141.0,463.0,2275.0,567.0,1271.0,494.0,3206.0,1437.0,491.0,94.0,715.0,654.0,2128.0,1500.0,1514.0
"Gemmata sp. SH-PL17",713.0,1234.0,1589.0,1223.0,1473.0,0.0,2248.0,976.0,2418.0,1351.0,1116.0,242.0,226.0,1481.0,971.0,595.0,814.0,823.0,2047.0,1040.0,1027.0,933.0,2892.0,2611.0,873.0,62.0,527.0,1277.0,1805.0,2750.0,1295.0
"Zavarzinella formosa",1191.0,2487.0,2321.0,1873.0,2959.0,0.0,5375.0,1381.0,5699.0,3738.0,2937.0,345.0,345.0,3928.0,1894.0,1224.0,1246.0,1166.0,5064.0,1921.0,2372.0,1270.0,6276.0,4458.0,1180.0,131.0,1036.0,1821.0,3746.0,5355.0,3318.0
"Isosphaera pallida",190.0,203.0,229.0,255.0,188.0,0.0,355.0,182.0,481.0,273.0,233.0,42.0,38.0,369.0,201.0,97.0,125.0,99.0,477.0,150.0,368.0,0.0,772.0,333.0,202.0,15.0,123.0,148.0,452.0,458.0,304.0
"Singulisphaera acidiphila",3310.0,5053.0,4990.0,4509.0,4249.0,0.0,5882.0,3540.0,8658.0,4293.0,4061.0,1011.0,871.0,5240.0,4298.0,2271.0,3036.0,2298.0,10930.0,3522.0,5739.0,1700.0,22049.0,7078.0,4279.0,323.0,2588.0,3570.0,12524.0,7878.0,7299.0
"Blastopirellula marina",93.0,202.0,0.0,112.0,123.0,0.0,429.0,0.0,295.0,250.0,227.0,31.0,0.0,223.0,159.0,116.0,148.0,85.0,289.0,106.0,183.0,0.0,384.0,273.0,113.0,14.0,86.0,118.0,237.0,284.0,217.0
"Pirellula staleyi",109.0,246.0,191.0,152.0,215.0,0.0,542.0,0.0,389.0,294.0,298.0,37.0,42.0,277.0,193.0,135.0,175.0,77.0,407.0,175.0,204.0,0.0,445.0,375.0,136.0,18.0,69.0,186.0,260.0,431.0,235.0
"Pirellula sp. SH-Sr6A",0.0,0.0,0.0,0.0,0.0,0.0,168.0,0.0,0.0,113.0,84.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Rhodopirellula maiorica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,87.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,140.0
"Roseimaritima ulvae",0.0,0.0,0.0,0.0,0.0,0.0,204.0,0.0,198.0,137.0,112.0,0.0,0.0,109.0,0.0,0.0,0.0,0.0,194.0,0.0,0.0,0.0,222.0,161.0,0.0,0.0,0.0,0.0,140.0,154.0,141.0
"uncultured planctomycete",95.0,190.0,0.0,125.0,248.0,0.0,592.0,0.0,621.0,464.0,326.0,28.0,43.0,458.0,116.0,96.0,85.0,90.0,587.0,171.0,220.0,0.0,625.0,470.0,103.0,10.0,91.0,161.0,360.0,641.0,374.0
"Gimesia maris",249.0,423.0,711.0,673.0,623.0,0.0,1073.0,285.0,2170.0,894.0,703.0,143.0,120.0,1884.0,597.0,458.0,624.0,364.0,1930.0,676.0,2738.0,317.0,2710.0,1315.0,1026.0,23.0,443.0,376.0,1644.0,1471.0,777.0
"Planctomicrobium piriforme",0.0,0.0,179.0,125.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,82.0,0.0,129.0,0.0,0.0,0.0,318.0,109.0,0.0,0.0,126.0,0.0,273.0,0.0
"Planctomyces sp. SCGC AG-212-M04",0.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Planctomyces sp. SH-PL14",181.0,264.0,236.0,179.0,203.0,0.0,589.0,191.0,573.0,388.0,270.0,35.0,48.0,353.0,239.0,144.0,222.0,111.0,487.0,181.0,266.0,0.0,667.0,482.0,177.0,23.0,116.0,175.0,391.0,441.0,340.0
"Planctomyces sp. SH-PL62",1851.0,2095.0,2502.0,1834.0,2031.0,0.0,2044.0,1510.0,3001.0,1459.0,1511.0,538.0,433.0,1311.0,2028.0,1053.0,1880.0,1058.0,2786.0,1315.0,2116.0,718.0,7609.0,2281.0,2148.0,140.0,1149.0,1416.0,4658.0,2126.0,2554.0
"Rubinisphaera brasiliensis",60.0,111.0,0.0,0.0,0.0,0.0,196.0,0.0,166.0,0.0,112.0,0.0,0.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,173.0,0.0,0.0,0.0,0.0,0.0,146.0,0.0
"Schlesneria paludicola",334.0,740.0,962.0,660.0,585.0,0.0,1351.0,782.0,947.0,676.0,638.0,99.0,136.0,584.0,815.0,393.0,571.0,434.0,872.0,603.0,442.0,542.0,1098.0,1153.0,483.0,60.0,263.0,730.0,730.0,932.0,641.0
"Planctomycetaceae bacterium SCGC AG-212-D15",535.0,1003.0,849.0,698.0,1203.0,0.0,2496.0,556.0,3181.0,1977.0,1487.0,125.0,112.0,1934.0,603.0,455.0,509.0,518.0,2546.0,925.0,1094.0,401.0,3204.0,2248.0,482.0,59.0,436.0,785.0,1865.0,3092.0,1699.0
"Planctomycetaceae bacterium SCGC AG-212-F19",1845.0,3646.0,3016.0,2282.0,4338.0,0.0,8678.0,1781.0,11072.0,6895.0,5108.0,462.0,507.0,6899.0,2208.0,1551.0,1935.0,1703.0,9088.0,3316.0,3996.0,1429.0,11848.0,7928.0,1926.0,142.0,1440.0,2928.0,6614.0,10817.0,5838.0
"Planctomycetes bacterium RBG_13_63_9",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,247.0,0.0,0.0,0.0,107.0,0.0,243.0,0.0
"Planctomycetes bacterium RBG_16_64_10",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.0,0.0,0.0,0.0,0.0,0.0,216.0,0.0
"Planctomycetes bacterium RBG_16_64_12",0.0,0.0,228.0,190.0,192.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,85.0,0.0,174.0,0.0,0.0,0.0,408.0,154.0,0.0,0.0,233.0,0.0,509.0,0.0
"Planctomycetes bacterium SCN 63-9",253.0,348.0,405.0,342.0,350.0,0.0,392.0,255.0,420.0,233.0,261.0,95.0,76.0,247.0,372.0,173.0,246.0,201.0,439.0,234.0,286.0,0.0,1161.0,409.0,317.0,26.0,172.0,223.0,726.0,379.0,379.0
"Lacunisphaera limnophila",1503.0,3231.0,5759.0,1984.0,7151.0,0.0,10192.0,2448.0,4785.0,3663.0,3706.0,468.0,1419.0,8994.0,3189.0,1580.0,6402.0,3150.0,5200.0,6780.0,12110.0,1122.0,9210.0,4565.0,5136.0,216.0,1305.0,4087.0,5360.0,1347.0,4618.0
"Opitutus terrae",99.0,194.0,228.0,201.0,151.0,0.0,398.0,217.0,199.0,177.0,127.0,40.0,79.0,97.0,190.0,184.0,161.0,190.0,0.0,108.0,0.0,0.0,180.0,199.0,145.0,26.0,74.0,191.0,145.0,158.0,222.0
"Opitutus sp. GAS368",0.0,0.0,316.0,288.0,202.0,0.0,0.0,246.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,178.0,0.0,180.0,0.0,0.0,0.0,235.0,202.0,0.0,0.0,193.0,0.0,244.0,0.0
"Chthoniobacter flavus",603.0,1627.0,1709.0,2409.0,1012.0,0.0,2054.0,1260.0,721.0,1215.0,1138.0,339.0,530.0,402.0,1536.0,1110.0,655.0,646.0,924.0,815.0,426.0,1847.0,761.0,1104.0,1069.0,137.0,584.0,1231.0,856.0,960.0,1190.0
"Terrimicrobium sacchariphilum",78.0,215.0,211.0,293.0,198.0,0.0,367.0,0.0,0.0,317.0,155.0,39.0,77.0,0.0,152.0,127.0,103.0,0.0,0.0,110.0,0.0,0.0,0.0,214.0,0.0,17.0,60.0,131.0,0.0,191.0,239.0
"Verrucomicrobiae bacterium DG1235",0.0,0.0,0.0,0.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Pedosphaera parvula",1644.0,3501.0,5880.0,4283.0,2849.0,0.0,6839.0,3911.0,1184.0,2471.0,2015.0,1275.0,1361.0,770.0,4110.0,3154.0,3081.0,2594.0,965.0,2537.0,673.0,5479.0,822.0,2742.0,3071.0,345.0,1226.0,4235.0,1965.0,2256.0,2035.0
"Haloferula sp. BvORR071",0.0,0.0,0.0,0.0,0.0,0.0,205.0,0.0,0.0,109.0,77.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Verrucomicrobium sp. GAS474",0.0,0.0,176.0,125.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Acidimicrobium ferrooxidans",162.0,188.0,187.0,157.0,0.0,0.0,163.0,141.0,384.0,0.0,138.0,105.0,70.0,137.0,157.0,136.0,242.0,139.0,169.0,84.0,168.0,0.0,479.0,162.0,187.0,11.0,122.0,0.0,361.0,0.0,133.0
"Acidithrix ferrooxidans",267.0,346.0,392.0,405.0,213.0,0.0,522.0,379.0,855.0,273.0,294.0,126.0,112.0,391.0,310.0,274.0,424.0,317.0,515.0,246.0,390.0,0.0,1293.0,485.0,446.0,28.0,191.0,304.0,821.0,389.0,384.0
"Ferrimicrobium acidiphilum",159.0,153.0,193.0,261.0,109.0,0.0,249.0,220.0,460.0,102.0,143.0,97.0,70.0,177.0,154.0,131.0,222.0,200.0,217.0,117.0,180.0,0.0,596.0,253.0,269.0,19.0,128.0,121.0,393.0,155.0,154.0
"Ilumatobacter nonamiensis",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.0,0.0,0.0,0.0,0.0,0.0,141.0,0.0,0.0
"Candidatus Microthrix parvicella",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.0,148.0,0.0,11.0,0.0,0.0,134.0,0.0,0.0
"Acidothermus cellulolyticus",0.0,246.0,194.0,0.0,288.0,0.0,0.0,0.0,317.0,0.0,161.0,57.0,0.0,94.0,166.0,0.0,85.0,0.0,0.0,280.0,367.0,0.0,341.0,327.0,338.0,0.0,94.0,0.0,214.0,0.0,0.0
"Actinopolyspora saharensis",0.0,0.0,0.0,0.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,0.0,0.0,0.0,273.0,0.0,0.0,0.0,114.0,0.0,266.0,0.0
"Actinospica robiniae",741.0,1972.0,1651.0,1498.0,248.0,0.0,1555.0,576.0,3449.0,338.0,1282.0,582.0,366.0,514.0,636.0,756.0,1082.0,931.0,822.0,232.0,825.0,398.0,3045.0,1261.0,3966.0,66.0,814.0,894.0,1997.0,2178.0,537.0
"Catenulispora acidiphila",164.0,308.0,311.0,303.0,96.0,0.0,362.0,169.0,1179.0,152.0,200.0,115.0,102.0,326.0,138.0,159.0,162.0,207.0,303.0,104.0,422.0,0.0,554.0,671.0,344.0,21.0,168.0,182.0,389.0,491.0,204.0
"Corynebacterium pseudotuberculosis",187.0,238.0,615.0,866.0,587.0,0.0,553.0,316.0,946.0,476.0,332.0,166.0,145.0,871.0,628.0,404.0,339.0,291.0,1179.0,553.0,1965.0,257.0,2319.0,500.0,974.0,25.0,493.0,202.0,1491.0,534.0,354.0
"Dietzia timorensis",116.0,119.0,0.0,191.0,0.0,0.0,205.0,0.0,700.0,186.0,197.0,173.0,0.0,722.0,312.0,239.0,493.0,0.0,497.0,0.0,795.0,0.0,777.0,0.0,249.0,26.0,416.0,0.0,561.0,0.0,292.0
"Mycobacterium gordonae",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,364.0,853.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Mycobacterium kansasii",112.0,477.0,1013.0,892.0,427.0,0.0,761.0,519.0,654.0,714.0,300.0,163.0,217.0,725.0,353.0,596.0,197.0,226.0,1978.0,353.0,1521.0,0.0,1872.0,460.0,465.0,41.0,177.0,259.0,1220.0,847.0,395.0
"Mycobacterium liflandii",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351.0,0.0,165.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
"Mycobacterium malmoense",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,1071.0,0.0,0.0,219.0,0.0,0.0,0.0,0.0,0.0,0.0
"Mycobacterium marinum",0.0,0.0,0.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,540.0,0.0,242.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,153.0
"Mycobacterium tuberculosis",85.0,346.0,281.0,325.0,123.0,0.0,349.0,159.0,773.0,150.0,225.0,160.0,89.0,329.0,250.0,378.0,340.0,201.0,804.0,170.0,1918.0,537.0,2574.0,192.0,520.0,21.0,237.0,156.0,1403.0,266.0,164.0
"Mycobacterium xenopi",56.0,300.0,583.0,370.0,186.0,0.0,247.0,223.0,1275.0,179.0,239.0,233.0,241.0,544.0,134.0,200.0,187.0,304.0,699.0,283.0,4848.0,0.0,2740.0,727.0,660.0,16.0,252.0,532.0,1729.0,153.0,153.0
"Mycobacterium sp. 1245111.1",0.0,0.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0
"Mycobacterium sp. QIA-37",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,0.0,0.0,0.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,0.0
"Mycobacteroides abscessus",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0
"Mycolicibacterium aurum",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.0,346.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Mycolicibacterium rhodesiae",0.0,102.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,435.0,0.0,0.0,0.0,80.0,0.0,0.0,551.0,0.0,390.0,0.0,0.0,0.0,0.0,100.0,268.0,0.0,0.0
"Nocardia sp. NRRL S-836",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,396.0,0.0,0.0,0.0,0.0,0.0,210.0,0.0,0.0
"Rhodococcus jostii",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,0.0,254.0,0.0,0.0,0.0,0.0,0.0,147.0,0.0,0.0
"Rhodococcus wratislaviensis",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Rhodococcus sp. AW25M09",0.0,0.0,0.0,158.0,0.0,0.0,0.0,0.0,201.0,0.0,0.0,42.0,0.0,91.0,99.0,0.0,139.0,0.0,0.0,0.0,162.0,0.0,238.0,0.0,119.0,0.0,83.0,0.0,177.0,0.0,0.0
"Cryptosporangium arvum",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Frankia inefficax",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.0,0.0,80.0,34.0,0.0,0.0,0.0,0.0,91.0,0.0,240.0,0.0,241.0,341.0,271.0,0.0,115.0,0.0,55.0,0.0,183.0,0.0,0.0
"Frankia sp. BMG5.36",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Frankia sp. Iso899",167.0,296.0,192.0,301.0,153.0,0.0,286.0,332.0,982.0,177.0,185.0,102.0,66.0,291.0,245.0,203.0,275.0,159.0,414.0,150.0,326.0,250.0,898.0,434.0,322.0,55.0,165.0,220.0,549.0,225.0,271.0
"Frankia sp. QA3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Frankineae bacterium MT45",0.0,0.0,0.0,155.0,0.0,0.0,0.0,278.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Blastococcus sp. URHD0036",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Geodermatophilaceae bacterium URHB0048",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Cellulomonas sp. KRMCY2",0.0,0.0,0.0,0.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Tetrasphaera japonica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0,0.0,161.0,263.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0
"Tetrasphaera jenkinsii",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.0,0.0,417.0,466.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Microbacterium azadirachtae",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.0,298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Microbacterium enclense",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,0.0,170.0,973.0,93.0,1510.0,2316.0,0.0,0.0,340.0,0.0,0.0,142.0,0.0,0.0,0.0
"Microbacterium foliorum",0.0,507.0,477.0,0.0,0.0,0.0,0.0,571.0,0.0,0.0,0.0,0.0,0.0,122.0,0.0,1291.0,0.0,1330.0,8111.0,701.0,10007.0,18382.0,654.0,0.0,1957.0,0.0,0.0,1125.0,376.0,0.0,0.0
"Microbacterium hydrocarbonoxydans",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,208.0,0.0,298.0,1353.0,0.0,0.0,211.0,0.0,0.0,0.0,0.0,0.0,0.0
"Microbacterium oxydans",0.0,207.0,200.0,0.0,0.0,0.0,0.0,178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.0,0.0,482.0,2889.0,296.0,3852.0,6328.0,259.0,0.0,848.0,0.0,0.0,393.0,142.0,0.0,0.0
"Microbacterium paraoxydans",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Microbacterium testaceum",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,0.0,139.0,884.0,82.0,907.0,2039.0,0.0,0.0,182.0,0.0,0.0,117.0,0.0,0.0,0.0
"Microbacterium sp. CGR1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Microbacterium sp. Leaf159",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0,0.0,258.0,409.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Microbacterium sp. Leaf320",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,376.0,0.0,499.0,821.0,0.0,0.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0
"Microbacterium sp. MEJ108Y",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.0,242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Microbacterium sp. Root553",0.0,677.0,565.0,0.0,0.0,0.0,0.0,810.0,0.0,0.0,0.0,0.0,0.0,148.0,0.0,1870.0,0.0,1961.0,11124.0,888.0,10639.0,26283.0,1045.0,0.0,1994.0,0.0,0.0,1410.0,543.0,0.0,0.0
"Microbacterium sp. SA39",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295.0,0.0,518.0,671.0,0.0,0.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0
"Microbacterium sp. UCD-TDU",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.0,305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Microbacterium sp. XT11",0.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,0.0,287.0,1722.0,164.0,2019.0,3959.0,0.0,0.0,438.0,0.0,0.0,266.0,0.0,0.0,0.0
